Player,Year,POS,club,GP,GS,MINS,G,A,G/90min,A/90min,GWG,GWA,HmG,RdG,HmA,RdA,base_salary,guaranteed_compensation,G+A
Dillon Serna,2015,M,COL,15,8,680,3,1,0.4,0.13,1,1,1,2,1,0,60000.0,73000.0,4
Dillon Serna,2016,M,COL,9,3,280,1,0,0.32,0.0,1,0,1,0,0,0,132000.0,158000.0,1
Dillon Serna,2017,M,COL,19,9,945,1,1,0.1,0.1,0,0,1,0,1,0,72600.0,85600.0,2
Dilly Duka,2017,M,CLB,3,2,151,0,0,0.0,0.0,0,0,0,0,0,0,350000.0,350000.0,0
Djimi Traore,2013,D,SEA,30,28,2505,1,0,0.04,0.0,1,0,0,1,0,0,240000.0,240000.0,1
Djimi Traore,2014,D,SEA,16,13,1160,0,0,0.0,0.0,0,0,0,0,0,0,264000.0,264000.0,0
Djordje Mihailovic,2017,M,CHI,18,8,797,1,2,0.12,0.25,0,2,0,1,0,2,160000.08,160000.08,3
Dominic Oduro,2007,M,DAL,31,10,1228,3,2,0.23,0.15,1,0,2,1,0,2,60000.0,60000.0,5
Dominic Oduro,2008,M,DAL,25,9,992,5,2,0.45,0.18,1,0,4,1,1,1,33000.0,33000.0,7
Dominic Oduro,2009,M,HOU,22,11,1067,1,4,0.11,0.43,0,0,0,1,2,2,69300.0,69300.0,5
Dominic Oduro,2010,M,HOU,27,19,1711,5,4,0.26,0.21,0,1,3,2,3,1,40000.0,40000.0,9
Dominic Oduro,2011,M,CHI,34,29,2633,12,2,0.41,0.07,3,0,6,6,0,2,95004.0,97004.0,14
Dominic Oduro,2012,M,CHI,34,21,1853,6,3,0.3,0.15,3,2,4,2,2,1,213760.0,217760.0,9
Dominic Oduro,2013,M,CLB,34,34,2854,13,4,0.41,0.13,5,1,4,9,2,2,120015.0,122015.0,17
Dominic Oduro,2015,M,MTL,30,19,1738,8,0,0.43,0.0,1,0,5,3,0,0,500000.0,503333.34,8
Dominic Oduro,2016,M,MTL,36,27,2492,8,9,0.66,0.85,2,4,3,5,2,7,470000.0,470000.0,17
Dominic Oduro,2017,M,MTL,25,17,1439,1,0,0.06,0.0,0,0,0,1,0,0,330000.0,330000.0,1
Don Anding,2013,D,PHI,1,0,30,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Doneil Henry,2012,D,TOR,18,11,1139,1,1,0.08,0.08,0,1,0,1,1,0,44100.0,45100.0,2
Doneil Henry,2013,D,TOR,20,19,1651,0,2,0.0,0.11,0,0,0,0,1,1,50000.0,62083.33,2
Doneil Henry,2014,D,TOR,21,19,1802,1,0,0.05,0.0,1,0,1,0,0,0,75000.0,87083.33,1
Donnie Smith,2016,M,NE,3,2,213,0,0,0.0,0.0,0,0,0,0,0,0,63000.0,63000.0,0
Donnie Smith,2017,M,NE,1,1,53,0,0,0.0,0.0,0,0,0,0,0,0,66150.0,66150.0,0
Donny Toia,2011,D,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,90000.0,120000.0,0
Drew Beckie,2013,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Drew Conner,2016,M,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,62500.0,62500.0,0
Drew Conner,2017,M,CHI,21,8,882,0,1,0.0,0.1,0,0,0,0,1,0,131250.0,131250.0,1
Drew Moor,2009,D,COL,29,29,2610,3,0,0.1,0.0,0,0,3,0,0,0,132000.0,149188.89,3
Drew Moor,2010,D,COL,34,34,3120,1,0,0.03,0.0,1,0,1,0,0,0,290400.0,324777.78,1
Drew Moor,2011,D,COL,34,34,3029,4,1,0.13,0.03,2,0,2,2,1,0,319440.0,353817.78,5
Drew Moor,2012,D,COL,34,34,3060,3,2,0.09,0.06,1,1,3,0,2,0,200004.0,212004.0,5
Drew Moor,2013,D,COL,33,32,2883,3,0,0.1,0.0,0,0,1,2,0,0,470000.0,494000.0,3
Drew Moor,2014,D,COL,23,23,1994,2,1,0.09,0.05,0,0,1,1,0,1,235000.0,247000.0,3
Drew Moor,2015,D,COL,22,22,1980,1,1,0.05,0.05,0,0,1,0,1,0,258500.0,270500.0,2
Duke Hashimoto,2007,F,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,17700.0,17700.0,0
Duncan Oughton,2007,D,CLB,19,13,1231,1,4,0.07,0.29,0,0,0,1,2,2,72000.0,72000.0,5
Duncan Oughton,2008,D,CLB,5,1,174,0,0,0.0,0.0,0,0,0,0,0,0,151200.0,151200.0,0
Duncan Oughton,2009,D,CLB,9,2,218,0,1,0.0,0.41,0,0,0,0,1,0,84984.0,84984.0,1
Duncan Oughton,2010,D,CLB,3,0,41,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Dustin Kirby,2007,D,RSL,1,1,79,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Dustin Kirby,2008,D,RSL,1,0,3,0,0,0.0,0.0,0,0,0,0,0,0,35400.0,35400.0,0
Dylan Remick,2013,D,SEA,1,0,25,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Dylan Remick,2014,D,SEA,13,8,693,0,0,0.0,0.0,0,0,0,0,0,0,73000.0,73000.0,0
Dylan Remick,2015,D,SEA,19,18,1607,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Dylan Remick,2016,D,SEA,11,6,537,0,0,0.0,0.0,0,0,0,0,0,0,126000.0,126000.0,0
Dylan Remick,2017,D,HOU,17,15,1378,2,0,0.51,0.0,0,0,1,1,0,0,132300.0,132300.0,2
Dylan Tucker-Gangnes,2013,D,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Dzenan Catic,2015,F,PHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,75000.0,0
Eddie Ababio,2011,D,COL,1,0,10,0,0,0.0,0.0,0,0,0,0,0,0,65208.0,65208.0,0
Eddie Gaven,2007,M,CLB,27,21,1923,5,7,0.23,0.33,0,1,4,1,0,7,165000.0,188000.0,12
Eddie Gaven,2008,M,CLB,28,26,2198,4,3,0.41000000000000003,0.36,2,0,2,2,3,0,330000.0,330000.0,7
Eddie Gaven,2009,M,CLB,32,29,2600,6,0,0.22,0.0,3,0,6,0,0,0,346500.0,346500.0,6
Eddie Gaven,2010,M,CLB,30,30,2594,4,5,0.54,0.19,0,3,2,2,2,3,381150.0,381150.0,9
Eddie Gaven,2011,M,CLB,27,27,2317,5,1,0.2,0.04,3,0,4,1,0,1,419266.0,419266.0,6
Eddie Gaven,2012,M,CLB,34,34,2990,9,2,0.27,0.06,1,1,6,3,1,1,190000.0,195000.0,11
Eddie Gaven,2013,M,CLB,10,10,900,0,4,0.0,0.4,0,1,0,0,2,2,190000.0,195000.0,4
Eddie Johnson,2012,F,SEA,31,26,2324,15,3,1.03,0.13,5,1,8,7,1,2,200000.0,212666.66,18
Eddie Johnson,2013,F,SEA,24,23,1995,11,2,1.1400000000000001,0.1,3,1,6,5,1,1,300000.0,312666.66,13
Eddie Pope,2007,D,RSL,27,27,2248,1,0,0.04,0.0,1,0,0,1,0,0,265000.0,265000.0,1
Eddie Robinson,2007,D,HOU,29,29,2577,2,2,0.08,0.08,0,0,1,1,0,2,220000.0,220000.0,4
Eddie Robinson,2008,D,HOU,22,21,1750,0,0,0.0,0.0,0,0,0,0,0,0,262500.0,262500.0,0
Eddie Robinson,2009,D,HOU,2,0,54,0,0,0.0,0.0,0,0,0,0,0,0,275625.0,275625.0,0
Eddie Robinson,2010,D,HOU,23,19,1636,1,2,0.06,0.11,0,2,1,0,2,0,135000.0,145000.0,3
Eddie Robinson,2011,D,HOU,2,2,146,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,240000.0,0
Eder Robles,2007,D,CHV,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Edgar Mejia,2013,M,CHV,28,27,2266,1,4,0.04,0.16,0,1,0,1,2,2,140000.0,140000.0,5
Edson Buddle,2013,F,COL,25,19,1681,5,3,0.27,0.16,3,2,2,3,3,0,550000.0,550000.0,8
Edson Buddle,2014,F,COL,18,12,1116,2,1,0.16,0.08,1,1,1,1,1,0,325000.0,325000.0,3
Edson Edward,2010,D,DAL,1,0,5,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Edson Edward,2011,D,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,84000.0,0
Eduardo Coudet,2010,M,PHI,9,9,631,0,0,0.0,0.0,0,0,0,0,0,0,180000.0,185000.0,0
Eduardo Lillingston,2009,F,CHV,26,15,1277,8,2,0.57,0.14,3,0,4,4,2,0,192000.0,192000.0,10
Eduardo Lillingston,2010,F,CHV,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,100000.0,0
Eduardo Sebrango,2012,F,MTL,7,1,120,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,44000.0,0
Elias Vasquez,2015,D,RSL,15,14,1264,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,122136.67,0
Emanuel Pogatetz,2014,D,CLB,2,0,52,0,0,0.0,0.0,0,0,0,0,0,0,720000.0,745000.0,0
Emanuel Pogatetz,2015,D,CLB,19,16,1476,0,1,0.0,0.06,0,0,0,0,1,0,500000.0,525000.0,1
Emery Welshman,2013,F,TOR,1,0,5,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Emery Welshman,2016,F,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,125000.0,125000.0,0
Emil Larsen,2016,M,CLB,3,0,31,0,0,0.0,0.0,0,0,0,0,0,0,175000.0,175000.0,0
Emiliano Bonfigli,2012,F,RSL,10,1,288,1,0,0.31,0.0,0,0,0,1,0,0,88000.0,88000.0,1
Emmanuel Appiah,2016,M,COL,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,125000.16,125000.16,0
Emmanuel Ekpo,2008,M,CLB,20,7,758,2,1,0.24,0.12,1,0,2,0,0,1,203000.0,247500.0,3
Emmanuel Ekpo,2009,M,CLB,30,23,2005,2,7,0.09,1.58,0,3,1,1,5,2,250000.0,294500.0,9
Emmanuel Ekpo,2010,M,CLB,26,15,1349,0,1,0.0,0.53,0,1,0,0,1,0,310000.0,354500.0,1
Emmanuel Ekpo,2011,M,CLB,32,29,2506,1,2,0.04,0.07,0,0,1,0,2,0,400000.0,444500.0,3
Enzo Martinez,2012,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,182000.0,0
Enzo Martinez,2013,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,143000.0,195000.0,0
Erasmo Solorzano,2007,M,CHV,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Eric Alexander,2010,M,DAL,19,12,1059,2,3,0.17,0.26,1,0,1,1,1,2,80000.0,80000.0,5
Eric Alexander,2012,M,POR,24,14,1302,0,6,0.0,0.41,0,0,0,0,4,2,56925.0,56925.0,6
Eric Alexander,2015,M,MTL,20,10,878,0,0,0.0,0.0,0,0,0,0,0,0,280000.0,307500.0,0
Eric Alexander,2017,M,HOU,17,15,1214,0,2,0.0,0.38,0,1,0,0,1,1,380000.0,407500.0,2
Eric Avila,2008,M,DAL,14,3,508,0,2,0.0,0.35,0,0,0,0,1,1,45000.0,78000.0,2
Eric Avila,2009,M,DAL,18,0,332,1,2,0.27,0.54,0,0,1,0,1,1,70000.0,103000.0,3
Eric Avila,2010,M,DAL,20,1,470,2,1,5.2,0.2,1,0,2,0,1,0,150000.0,216000.0,3
Eric Avila,2012,M,TOR,24,16,1366,1,3,0.07,0.2,0,0,0,1,0,3,125000.0,158000.0,4
Eric Avila,2013,M,CHV,28,24,2183,3,2,0.12,0.08,1,0,1,2,1,1,100000.0,120000.0,5
Eric Avila,2014,M,CHV,29,26,2171,0,1,0.0,0.04,0,0,0,0,1,0,115000.0,135000.0,1
Eric Avila,2015,M,ORL,21,15,1326,1,2,0.07,0.14,1,0,1,0,0,2,72000.0,77000.0,3
Eric Ayuk,2015,M,PHI,28,14,1320,2,2,0.14,0.14,0,1,1,1,1,1,50000.0,50000.0,4
Eric Ayuk,2016,M,PHI,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,125000.0,125000.0,0
Eric Ayuk,2017,M,PHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65625.0,65625.0,0
Eric Bird,2015,M,PHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,60000.0,0
Eric Brunner,2009,D,CLB,27,25,2252,1,1,0.04,0.04,0,0,0,1,1,0,68016.0,68016.0,2
Eric Brunner,2010,D,CLB,15,14,1265,1,0,0.08,0.0,0,0,1,0,0,0,80000.0,80000.0,1
Eric Brunner,2011,D,POR,32,31,2795,3,1,0.1,0.03,2,0,3,0,1,0,70000.0,74250.0,4
Eric Brunner,2012,D,POR,13,10,924,1,0,0.1,0.0,0,0,1,0,0,0,100000.0,100625.0,1
Eric Brunner,2013,D,HOU,18,14,1364,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,241250.0,0
Eric Brunner,2014,D,HOU,6,3,297,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,130625.0,0
Eric Ebert,2007,D,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Eric Ebert,2008,D,CHV,7,2,256,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Eric Gehrig,2011,D,CLB,8,4,474,0,0,0.0,0.0,0,0,0,0,0,0,65200.08,65200.08,0
Eric Gehrig,2012,D,CLB,12,8,812,0,1,0.0,0.11,0,0,0,0,1,0,44000.0,44000.0,1
Eric Gehrig,2013,D,CLB,6,6,540,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Eric Gehrig,2014,D,CLB,22,15,1255,0,0,0.0,0.0,0,0,0,0,0,0,97650.0,97650.0,0
Eric Gehrig,2015,D,CHI,25,25,2214,0,1,0.0,0.04,0,0,0,0,0,1,95000.0,100833.33,1
Eric Gehrig,2016,D,CHI,5,3,259,0,0,0.0,0.0,0,0,0,0,0,0,106875.0,112708.33,0
Eric Hassli,2011,F,VAN,26,21,1865,10,2,0.48,0.1,0,0,6,4,2,0,660000.0,900000.0,12
Eric Hassli,2012,F,TOR,25,16,1469,5,5,0.31,0.31,1,1,4,1,2,3,550000.0,790000.0,10
Eric Hassli,2013,F,DAL,15,4,429,0,1,0.0,0.21,0,0,0,0,1,0,237276.0,262276.0,1
Erick Neres da Cruz,2013,M,DAL,9,8,652,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,85875.0,0
Erick Torres,2013,F,CHV,15,15,1349,7,1,0.47,0.07,3,0,4,3,1,0,129996.0,129996.0,8
Erick Torres,2014,F,CHV,29,29,2510,15,1,0.54,0.04,4,1,6,9,0,1,152004.0,152004.0,16
Erick Torres,2015,F,HOU,11,3,339,0,1,0.0,0.27,0,1,0,0,1,0,350000.0,425000.0,1
Erick Torres,2016,F,HOU,11,4,401,0,1,0.0,0.22,0,1,0,0,1,0,575000.0,650000.0,1
Erick Torres,2017,F,HOU,31,25,2189,14,3,0.63,0.13,3,0,9,5,2,1,1300000.0,1330000.0,17
Erik Friberg,2011,M,SEA,28,24,2017,1,2,0.05,0.09,0,0,1,0,0,2,220000.0,220000.0,3
Erik Friberg,2015,M,SEA,16,14,1200,1,2,0.36,0.19,1,0,1,0,1,1,360000.0,405000.0,3
Erik Friberg,2016,M,SEA,30,23,1963,0,2,0.0,0.11,0,2,0,0,2,0,480000.0,525000.0,2
Erik Ustruck,2007,F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Erik Ustruck,2008,F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Erik Ustruck,2009,F,HOU,2,0,40,0,0,0.0,0.0,0,0,0,0,0,0,40200.0,40200.0,0
Eriq Zavaleta,2015,D,TOR,19,11,1099,1,0,0.09,0.0,0,0,0,1,0,0,170000.0,231200.0,1
Eriq Zavaleta,2016,D,TOR,21,20,1877,0,2,0.0,0.22,0,1,0,0,1,1,220000.0,281200.0,2
Eriq Zavaleta,2017,D,TOR,33,30,2577,1,0,0.04,0.0,1,0,1,0,0,0,205700.0,266900.0,1
Ethan White,2014,D,PHI,12,12,1042,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Ethan White,2015,D,PHI,16,13,1224,0,0,0.0,0.0,0,0,0,0,0,0,125000.0,125000.0,0
Ethen Sampson,2014,D,VAN,2,2,144,0,0,0.0,0.0,0,0,0,0,0,0,36504.0,36504.0,0
Ethen Sampson,2015,D,VAN,1,1,88,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Etienne Barbara,2012,F,VAN,2,0,13,0,0,0.0,0.0,0,0,0,0,0,0,175000.0,175000.0,0
Evan Brown,2009,D,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,40200.0,40200.0,0
Evan James,2012,F,MTL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,33750.0,33750.0,0
Ezequiel Cirigliano,2015,M,DAL,8,6,521,0,0,0.0,0.0,0,0,0,0,0,0,249999.84,335999.84,0
Ezra Hendrickson,2007,D,CLB,23,21,1851,1,0,0.05,0.0,1,0,1,0,0,0,76650.0,77900.0,1
Ezra Hendrickson,2008,D,CLB,14,7,689,0,0,0.0,0.0,0,0,0,0,0,0,144000.0,144000.0,0
Fabian Castillo,2011,M-F,DAL,22,16,1363,2,3,0.13,0.2,0,2,2,0,3,0,84000.0,84000.0,5
Fabian Castillo,2012,M-F,DAL,26,23,1892,6,3,0.29,0.14,2,2,2,4,2,1,50000.0,56250.0,9
Fabian Castillo,2013,M-F,DAL,33,26,2176,2,6,0.08,0.25,2,1,2,0,2,4,60000.0,66250.0,8
Fabian Castillo,2014,M-F,DAL,30,29,2552,10,4,0.39,0.16,4,1,7,3,1,3,140000.0,152500.0,14
Fabian Castillo,2015,M-F,DAL,34,32,2949,10,9,0.55,0.32,1,2,7,3,3,6,290000.0,320000.0,19
Fabian Castillo,2016,M-F,DAL,22,20,1752,5,5,0.26,0.26,3,0,3,2,3,2,155750.0,170750.0,10
Fabian Espindola,2008,F,RSL,14,8,651,5,0,0.7,0.0,1,0,4,1,0,0,150000.0,150000.0,5
Fabian Espindola,2009,F,RSL,26,19,1733,3,3,0.18,0.18,0,2,2,1,3,0,84000.0,84000.0,6
Fabian Espindola,2010,F,RSL,24,21,1677,7,2,0.91,0.12,3,2,3,4,1,1,150000.0,150000.0,9
Fabian Espindola,2011,F,RSL,30,28,2366,10,3,0.43,0.13,2,0,5,5,2,1,150000.0,150000.0,13
Fabian Espindola,2012,F,RSL,32,28,2370,9,7,0.35,0.27,4,3,3,6,3,4,250000.0,250000.0,16
Facundo Diz,2009,F,COL,8,0,97,0,0,0.0,0.0,0,0,0,0,0,0,42000.0,42000.0,0
Facundo Erpen,2007,D,COL,26,25,2056,1,2,0.04,0.09,0,0,0,1,2,0,115000.0,115000.0,3
Facundo Erpen,2008,D,COL,23,21,1854,1,1,0.05,0.05,0,1,1,0,1,0,125000.0,125000.0,2
Federico Puppo,2012,F,CHI,11,1,216,0,1,0.0,0.42,0,1,0,0,0,1,200000.0,200000.0,1
Felix Borja,2014,F,CHV,12,12,1009,3,0,0.27,0.0,3,0,3,0,0,0,48504.0,48504.0,3
Felix Garcia,2009,F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65000.0,99000.0,0
Femi Hollinger-Janzen,2017,F,NE,13,1,148,0,0,0.0,0.0,0,0,0,0,0,0,54075.0,54075.0,0
Fernando Aristeguieta,2015,F,PHI,21,14,1251,5,1,0.36,0.07,0,0,1,4,1,0,350004.0,350004.0,6
Florian Jungwirth,2017,D,SJ,31,31,2690,2,3,0.07,0.1,1,0,0,2,3,0,900000.0,1033334.14,5
Floyd Franks,2007,M,CHI,8,2,225,1,0,0.4,0.0,0,0,0,1,0,0,35400.0,35400.0,1
Francisco Mendoza,2007,M,CHV,30,29,2630,2,4,0.07,0.15,0,0,1,1,2,2,180000.0,187500.0,6
Francisco Mendoza,2008,M,CHV,30,30,2614,0,5,0.0,0.65,0,1,0,0,4,1,210000.0,210000.0,5
Francisco Mendoza,2011,M,CHV,12,2,281,0,2,0.0,0.64,0,0,0,0,2,0,55000.0,55000.0,2
Franck Songo'o,2012,M,POR,27,21,1732,1,5,0.05,0.26,1,2,1,0,2,3,70000.0,70000.0,6
Frankie Hejduk,2007,D,CLB,24,24,2160,0,3,0.0,0.13,0,1,0,0,2,1,150000.0,175000.0,3
Frankie Hejduk,2008,D,CLB,28,28,2495,2,4,0.29,0.17,0,2,2,0,3,1,300000.0,350000.0,6
Frankie Hejduk,2009,D,CLB,16,16,1422,1,3,0.07,0.21,0,1,1,0,3,0,300000.0,350000.0,4
Frankie Hejduk,2010,D,CLB,22,22,1946,0,2,0.0,0.1,0,0,0,0,0,2,240000.0,255000.0,2
Freddy Adu,2011,F,PHI,13,6,646,2,1,0.3,0.15,1,0,1,1,0,1,951768.0,1189768.0,3
Freddy Adu,2012,F,PHI,24,20,1468,5,1,0.31,0.06,2,0,4,1,1,0,400000.0,519000.0,6
Frederic Piquionne,2013,F,POR,23,8,825,2,5,2.25,0.57,1,1,1,1,1,4,284000.0,300000.0,7
Fredy Montero,2017,F,VAN,36,29,2739,14,6,0.8,0.22,2,4,10,4,5,1,2800000.08,3600000.08,20
Gabriel Farfan,2013,M,CHV,20,13,1157,0,0,0.0,0.0,0,0,0,0,0,0,50820.0,50820.0,0
Gabriel Ferrari,2011,F,CHI,3,0,17,0,0,0.0,0.0,0,0,0,0,0,0,70000.0,70875.0,0
Gale Agbossoumonde,2013,D,TOR,13,12,1081,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,53166.67,0
Gale Agbossoumonde,2014,D,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,55491.67,0
Gaston Fernandez,2014,M,POR,32,17,1562,7,2,0.4,0.12,0,1,5,2,0,2,150000.0,150000.0,9
Gaston Sauro,2015,D,CLB,8,8,663,0,0,0.0,0.0,0,0,0,0,0,0,1166400.0,1199025.0,0
Gaston Sauro,2016,D,CLB,13,12,918,0,0,0.0,0.0,0,0,0,0,0,0,585000.0,601312.5,0
Gaston Sauro,2017,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1170000.0,1202625.0,0
Gbenga Arokoyo,2017,D,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,270000.0,311200.0,0
Gege Soriola,2014,D,MTL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Geoff Cameron,2008,D,HOU,24,8,928,1,2,0.1,0.2,0,2,1,0,1,1,66000.0,66000.0,3
Geoff Cameron,2009,D,HOU,32,32,2940,2,6,0.07,0.21,0,2,2,0,3,3,69300.0,69300.0,8
Geoff Cameron,2010,D,HOU,16,15,1321,3,0,0.2,0.0,2,0,2,1,0,0,40000.0,40000.0,3
Geoff Cameron,2011,D,HOU,37,37,3330,5,5,0.15,0.15,1,2,2,3,3,2,440000.0,490000.0,10
George Fochive,2014,M,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,36500.0,36500.0,0
George Fochive,2015,M,POR,12,8,719,0,1,0.0,0.13,0,0,0,0,1,0,100000.0,100000.0,1
George John,2009,D,DAL,16,15,1162,1,0,0.08,0.0,0,0,1,0,0,0,34008.0,34008.0,1
George John,2010,D,DAL,28,28,2438,1,0,0.3,0.0,0,0,0,1,0,0,80000.0,80000.0,1
George John,2011,D,DAL,32,32,2871,3,1,0.1,0.03,0,0,1,2,0,1,84000.0,84000.0,4
George John,2012,D,DAL,23,19,1756,0,0,0.0,0.0,0,0,0,0,0,0,47250.0,47250.0,0
George John,2013,D,DAL,24,24,2070,2,0,0.09,0.0,1,0,2,0,0,0,275000.0,301666.67,2
George John,2014,D,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,600000.0,653333.34,0
George Josten,2008,F-M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
George Malki,2017,D,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,130008.0,130008.0,0
German Mera,2013,D,COL,14,7,667,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,93000.0,0
Gershon Koffie,2011,M,VAN,29,28,2467,1,0,0.04,0.0,0,0,1,0,0,0,75000.0,79764.38,1
Gershon Koffie,2012,M,VAN,30,29,2593,3,2,0.11,0.07,1,1,3,0,2,0,180000.0,185000.0,5
Gershon Koffie,2013,M,VAN,26,21,1911,3,3,0.14,0.14,1,1,3,0,3,0,165000.0,176000.0,6
Gershon Koffie,2014,M,VAN,21,17,1541,1,1,0.06,0.06,0,0,1,0,1,0,200000.0,211000.0,2
Gershon Koffie,2015,M,VAN,30,24,2127,1,1,0.04,0.04,0,1,1,0,1,0,460000.0,482000.0,2
Giancarlo Maldonado,2010,F,CHV,10,7,612,2,1,0.29,0.15,0,0,1,1,1,0,204000.0,204000.0,3
Giles Barnes,2012,M,HOU,7,1,239,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,265500.0,0
Giles Barnes,2013,M,HOU,38,36,2902,9,4,0.32,0.14,3,3,7,2,2,2,350000.0,368375.0,13
Giles Barnes,2014,M,HOU,34,34,3028,11,5,0.33,0.15,3,2,8,3,3,2,230000.0,241158.33,16
Giles Barnes,2015,M,HOU,28,28,2474,7,3,0.25,0.11,3,1,7,0,2,1,247500.0,258375.0,10
Giles Barnes,2016,M,HOU,24,21,1807,6,3,0.3,0.15,3,0,6,0,2,1,700000.0,756250.0,9
Giles Barnes,2017,M,ORL,34,23,2137,3,2,0.13,0.08,1,1,2,1,2,0,725000.0,781250.0,5
Giliano Wijnaldum,2017,D,PHI,13,13,1138,0,1,0.0,0.08,0,0,0,0,1,0,65004.0,78337.33,1
Gino Padula,2008,D,CLB,18,18,1586,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,290000.0,0
Gino Padula,2009,D,CLB,29,29,2495,1,4,0.04,0.16,1,1,0,1,3,1,300000.0,350000.0,5
Gino Padula,2010,D,CLB,15,13,1001,0,0,0.0,0.0,0,0,0,0,0,0,330000.0,380000.0,0
Gonzalo Pineda,2014,M,SEA,31,27,2488,3,7,0.12,0.28,1,4,2,1,3,4,160000.0,160000.0,10
Gonzalo Pineda,2015,M,SEA,28,21,1845,1,2,0.05,0.1,0,0,0,1,1,1,320000.0,320000.0,3
Gonzalo Segares,2007,D,CHI,30,30,2676,1,1,0.04,0.04,0,1,1,0,0,1,96600.0,101600.0,2
Gonzalo Segares,2008,D,CHI,26,26,2272,3,2,0.43999999999999995,0.09,0,0,1,2,1,1,117180.0,122180.0,5
Gonzalo Segares,2009,D,CHI,13,12,991,1,1,0.09,0.09,0,0,0,1,0,1,123039.0,128039.0,2
Gonzalo Segares,2010,D,CHI,6,6,439,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,67750.0,0
Gonzalo Segares,2011,D,CHI,33,33,2950,0,5,0.0,0.15,0,3,0,0,2,3,160000.0,167750.0,5
Gonzalo Segares,2012,D,CHI,32,32,2772,3,1,0.1,0.03,1,1,1,2,1,0,420000.0,435500.0,4
Gonzalo Segares,2013,D,CHI,32,32,2855,0,1,0.0,0.03,0,0,0,0,1,0,155000.0,168333.33,1
Gonzalo Segares,2014,D,CHI,21,20,1741,0,0,0.0,0.0,0,0,0,0,0,0,160000.0,173333.33,0
Gorka Larrea,2014,M,MTL,9,5,428,0,0,0.0,0.0,0,0,0,0,0,0,48500.04,48500.04,0
